run_id,prompt_index,prompt_id,prompt_area,prompt_source,variant,score,passed,required_missing,forbidden_hits
dpo_naive_v6,10,stage5h_p7_holdout_02,Loss vs behavior,stage5h_prompt7_holdout,base_answer,1,False,loss average signal; not sufficient; badcase/regression; project example; metric split,
dpo_naive_v6,10,stage5h_p7_holdout_02,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,3,False,not sufficient; badcase/regression; project example,
dpo_naive_v6,10,stage5h_p7_holdout_02,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,1,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; metric split,
dpo_naive_v6,10,stage5h_p7_holdout_02,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,not sufficient; fixed prompt behavior; badcase/regression; metric split,
dpo_naive_v6,11,stage5h_p7_holdout_03,Loss vs behavior,stage5h_prompt7_holdout,base_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,11,stage5h_p7_holdout_03,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,11,stage5h_p7_holdout_03,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,11,stage5h_p7_holdout_03,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,loss average signal; not sufficient; badcase/regression; metric split,
dpo_naive_v6,12,stage5h_p7_holdout_04,Loss vs behavior,stage5h_prompt7_holdout,base_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,12,stage5h_p7_holdout_04,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,12,stage5h_p7_holdout_04,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,2,False,loss average signal; not sufficient; fixed prompt behavior; metric split,
dpo_naive_v6,12,stage5h_p7_holdout_04,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,loss average signal; not sufficient; badcase/regression; metric split,
dpo_naive_v6,13,stage5h_p7_holdout_05,Loss vs behavior,stage5h_prompt7_holdout,base_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,13,stage5h_p7_holdout_05,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,2,False,not sufficient; fixed prompt behavior; badcase/regression; project example,
dpo_naive_v6,13,stage5h_p7_holdout_05,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,3,False,loss average signal; not sufficient; badcase/regression,
dpo_naive_v6,13,stage5h_p7_holdout_05,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,4,False,loss average signal; badcase/regression,
dpo_naive_v6,14,stage5h_p7_holdout_06,Loss vs behavior,stage5h_prompt7_holdout,base_answer,2,False,not sufficient; fixed prompt behavior; badcase/regression; project example,
dpo_naive_v6,14,stage5h_p7_holdout_06,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,2,False,loss average signal; not sufficient; badcase/regression; project example,
dpo_naive_v6,14,stage5h_p7_holdout_06,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,3,False,not sufficient; badcase/regression; project example,
dpo_naive_v6,14,stage5h_p7_holdout_06,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,4,False,not sufficient; badcase/regression,
dpo_naive_v6,15,stage5h_p7_holdout_07,Loss vs behavior,stage5h_prompt7_holdout,base_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,15,stage5h_p7_holdout_07,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,1,False,loss average signal; not sufficient; badcase/regression; project example; metric split,
dpo_naive_v6,15,stage5h_p7_holdout_07,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,3,False,loss average signal; not sufficient; metric split,
dpo_naive_v6,15,stage5h_p7_holdout_07,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,3,False,loss average signal; not sufficient; metric split,
dpo_naive_v6,16,stage5h_p7_holdout_08,Loss vs behavior,stage5h_prompt7_holdout,base_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,16,stage5h_p7_holdout_08,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,16,stage5h_p7_holdout_08,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,1,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; metric split,
dpo_naive_v6,16,stage5h_p7_holdout_08,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,0,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; project example; metric split,
dpo_naive_v6,17,stage5h_p7_holdout_09,Loss vs behavior,stage5h_prompt7_holdout,base_answer,1,False,loss average signal; not sufficient; badcase/regression; project example; metric split,
dpo_naive_v6,17,stage5h_p7_holdout_09,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,2,False,not sufficient; fixed prompt behavior; badcase/regression; project example,
dpo_naive_v6,17,stage5h_p7_holdout_09,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,1,False,loss average signal; not sufficient; fixed prompt behavior; badcase/regression; metric split,
dpo_naive_v6,17,stage5h_p7_holdout_09,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,loss average signal; not sufficient; badcase/regression; metric split,
dpo_naive_v6,18,stage5h_p7_holdout_10,Loss vs behavior,stage5h_prompt7_holdout,base_answer,1,False,loss average signal; not sufficient; fixed prompt behavior; project example; metric split,
dpo_naive_v6,18,stage5h_p7_holdout_10,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,2,False,loss average signal; badcase/regression; project example; metric split,
dpo_naive_v6,18,stage5h_p7_holdout_10,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,3,False,loss average signal; not sufficient; metric split,
dpo_naive_v6,18,stage5h_p7_holdout_10,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,not sufficient; fixed prompt behavior; project example; metric split,
dpo_naive_v6,19,stage5h_p7_holdout_11,Loss vs behavior,stage5h_prompt7_holdout,base_answer,3,False,not sufficient; badcase/regression; project example,
dpo_naive_v6,19,stage5h_p7_holdout_11,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,2,False,not sufficient; fixed prompt behavior; badcase/regression; project example,
dpo_naive_v6,19,stage5h_p7_holdout_11,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,2,False,loss average signal; not sufficient; badcase/regression; metric split,
dpo_naive_v6,19,stage5h_p7_holdout_11,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,2,False,loss average signal; not sufficient; badcase/regression; metric split,
dpo_naive_v6,20,stage5h_p7_holdout_12,Loss vs behavior,stage5h_prompt7_holdout,base_answer,1,False,loss average signal; not sufficient; badcase/regression; project example; metric split,
dpo_naive_v6,20,stage5h_p7_holdout_12,Loss vs behavior,stage5h_prompt7_holdout,public_sft_answer,1,False,loss average signal; not sufficient; badcase/regression; project example; metric split,
dpo_naive_v6,20,stage5h_p7_holdout_12,Loss vs behavior,stage5h_prompt7_holdout,custom_sft_v3_answer,3,False,not sufficient; badcase/regression; project example,
dpo_naive_v6,20,stage5h_p7_holdout_12,Loss vs behavior,stage5h_prompt7_holdout,dpo_tiny_answer,3,False,not sufficient; badcase/regression; project example,
dpo_naive_v6,21,replay_public_sft_motivation_01,Public-SFT motivation,stage5h_replay_holdout,base_answer,1,False,engineering loop works; target concepts not solved; Stage 2B data repair,
dpo_naive_v6,21,replay_public_sft_motivation_01,Public-SFT motivation,stage5h_replay_holdout,public_sft_answer,0,False,public baseline; engineering loop works; target concepts not solved; Stage 2B data repair,
dpo_naive_v6,21,replay_public_sft_motivation_01,Public-SFT motivation,stage5h_replay_holdout,custom_sft_v3_answer,3,False,target concepts not solved,
dpo_naive_v6,21,replay_public_sft_motivation_01,Public-SFT motivation,stage5h_replay_holdout,dpo_tiny_answer,3,False,Stage 2B data repair,
dpo_naive_v6,22,replay_dpo_vram_01,DPO VRAM risk,stage5h_replay_holdout,base_answer,1,False,chosen/rejected memory; reference policy; 8GB risk; small batch/short length,
dpo_naive_v6,22,replay_dpo_vram_01,DPO VRAM risk,stage5h_replay_holdout,public_sft_answer,0,False,chosen/rejected memory; reference policy; 8GB risk; small batch/short length; LoRA/small pairs,
dpo_naive_v6,22,replay_dpo_vram_01,DPO VRAM risk,stage5h_replay_holdout,custom_sft_v3_answer,1,False,chosen/rejected memory; reference policy; 8GB risk; small batch/short length,
dpo_naive_v6,22,replay_dpo_vram_01,DPO VRAM risk,stage5h_replay_holdout,dpo_tiny_answer,1,False,reference policy; 8GB risk; small batch/short length; LoRA/small pairs,
dpo_naive_v6,23,replay_data_pipeline_01,Data pipeline,stage5h_replay_holdout,base_answer,-2,False,source metadata; cleaning; dedup/filter; instruction-answer conversion; Qwen chat JSONL,tabular preprocessing confusion
dpo_naive_v6,23,replay_data_pipeline_01,Data pipeline,stage5h_replay_holdout,public_sft_answer,0,False,source metadata; cleaning; dedup/filter; instruction-answer conversion; Qwen chat JSONL,
dpo_naive_v6,23,replay_data_pipeline_01,Data pipeline,stage5h_replay_holdout,custom_sft_v3_answer,0,False,source metadata; cleaning; dedup/filter; instruction-answer conversion; Qwen chat JSONL,
dpo_naive_v6,23,replay_data_pipeline_01,Data pipeline,stage5h_replay_holdout,dpo_tiny_answer,0,False,source metadata; cleaning; dedup/filter; instruction-answer conversion; Qwen chat JSONL,
dpo_naive_v6,24,replay_interview_narrative_01,Interview data pipeline,stage5h_replay_holdout,base_answer,0,False,public baseline; train/save/load; Stage 4A badcase; Stage 2B pipeline; instruction-answer,
dpo_naive_v6,24,replay_interview_narrative_01,Interview data pipeline,stage5h_replay_holdout,public_sft_answer,0,False,public baseline; train/save/load; Stage 4A badcase; Stage 2B pipeline; instruction-answer,
dpo_naive_v6,24,replay_interview_narrative_01,Interview data pipeline,stage5h_replay_holdout,custom_sft_v3_answer,0,False,public baseline; train/save/load; Stage 4A badcase; Stage 2B pipeline; instruction-answer,
dpo_naive_v6,24,replay_interview_narrative_01,Interview data pipeline,stage5h_replay_holdout,dpo_tiny_answer,1,False,public baseline; Stage 4A badcase; Stage 2B pipeline; instruction-answer,
