run_id,prompt_id,prompt_area,variant,score,passed,required_missing,forbidden_hits
stage8a_baseline,stage8_sft_lora_relation_008,SFT 与 LoRA 关系,public_sft_answer,0,False,objective/data; relationship,wrong expansion
stage8a_baseline,stage8_sft_lora_relation_008,SFT 与 LoRA 关系,old_sft_v3_answer,3,False,objective/data,
stage8a_baseline,stage8_sft_lora_relation_008,SFT 与 LoRA 关系,old_dpo_v6_answer,3,False,objective/data,
stage8a_baseline,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,base_answer,3,False,objective/data,
stage8a_baseline,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,public_sft_answer,2,False,objective/data; relationship,
stage8a_baseline,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_009,SFT 与 LoRA 关系,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,base_answer,2,False,objective/data; relationship,
stage8a_baseline,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,public_sft_answer,0,False,objective/data; relationship,wrong expansion
stage8a_baseline,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_010,SFT 与 LoRA 关系,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,base_answer,0,False,objective/data; relationship,wrong expansion
stage8a_baseline,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,public_sft_answer,0,False,objective/data; relationship,wrong expansion
stage8a_baseline,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_011,SFT 与 LoRA 关系,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,base_answer,3,False,objective/data,
stage8a_baseline,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,public_sft_answer,0,False,objective/data; relationship,wrong expansion
stage8a_baseline,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_sft_lora_relation_012,SFT 与 LoRA 关系,old_dpo_v6_answer,3,False,objective/data,
stage8a_baseline,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,public_sft_answer,0,False,chosen rejected; sft first,data preprocessing
stage8a_baseline,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,old_sft_v3_answer,0,False,sft answer imitation; dpo preference; chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_001,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,public_sft_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,old_sft_v3_answer,0,False,sft answer imitation; dpo preference; chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_002,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,public_sft_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_dpo_vs_sft_003,DPO 与 SFT 区别,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,public_sft_answer,0,False,chosen rejected; sft first,data protection
stage8a_baseline,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,old_sft_v3_answer,2,False,,data protection
stage8a_baseline,stage8_dpo_vs_sft_004,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,,data protection
stage8a_baseline,stage8_dpo_vs_sft_005,DPO 与 SFT 区别,base_answer,0,False,chosen rejected; sft first,data protection
stage8a_baseline,stage8_dpo_vs_sft_005,DPO 与 SFT 区别,public_sft_answer,0,False,sft answer imitation; dpo preference; chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_005,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_005,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_006,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_006,DPO 与 SFT 区别,public_sft_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_006,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_006,DPO 与 SFT 区别,old_dpo_v6_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_007,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_007,DPO 与 SFT 区别,public_sft_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_007,DPO 与 SFT 区别,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_dpo_vs_sft_007,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_008,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_008,DPO 与 SFT 区别,public_sft_answer,0,False,chosen rejected; sft first,data protection
stage8a_baseline,stage8_dpo_vs_sft_008,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_008,DPO 与 SFT 区别,old_dpo_v6_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_009,DPO 与 SFT 区别,base_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_009,DPO 与 SFT 区别,public_sft_answer,0,False,sft answer imitation; dpo preference; chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_009,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_009,DPO 与 SFT 区别,old_dpo_v6_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_010,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_010,DPO 与 SFT 区别,public_sft_answer,-2,False,sft answer imitation; dpo preference; chosen rejected; sft first,data preprocessing
stage8a_baseline,stage8_dpo_vs_sft_010,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_010,DPO 与 SFT 区别,old_dpo_v6_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_011,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_011,DPO 与 SFT 区别,public_sft_answer,0,False,chosen rejected; sft first,data protection
stage8a_baseline,stage8_dpo_vs_sft_011,DPO 与 SFT 区别,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_dpo_vs_sft_011,DPO 与 SFT 区别,old_dpo_v6_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_012,DPO 与 SFT 区别,base_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_012,DPO 与 SFT 区别,public_sft_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_dpo_vs_sft_012,DPO 与 SFT 区别,old_sft_v3_answer,3,False,sft first,
stage8a_baseline,stage8_dpo_vs_sft_012,DPO 与 SFT 区别,old_dpo_v6_answer,2,False,chosen rejected; sft first,
stage8a_baseline,stage8_public_sft_motivation_001,public-SFT 诊断价值,base_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_001,public-SFT 诊断价值,public_sft_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_001,public-SFT 诊断价值,old_sft_v3_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_001,public-SFT 诊断价值,old_dpo_v6_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_002,public-SFT 诊断价值,base_answer,2,False,not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_002,public-SFT 诊断价值,public_sft_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_002,public-SFT 诊断价值,old_sft_v3_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_002,public-SFT 诊断价值,old_dpo_v6_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_003,public-SFT 诊断价值,base_answer,2,False,public baseline; stage2b,
stage8a_baseline,stage8_public_sft_motivation_003,public-SFT 诊断价值,public_sft_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_003,public-SFT 诊断价值,old_sft_v3_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_003,public-SFT 诊断价值,old_dpo_v6_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_004,public-SFT 诊断价值,base_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_004,public-SFT 诊断价值,public_sft_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_004,public-SFT 诊断价值,old_sft_v3_answer,3,False,not fixed,
stage8a_baseline,stage8_public_sft_motivation_004,public-SFT 诊断价值,old_dpo_v6_answer,3,False,not fixed,
stage8a_baseline,stage8_public_sft_motivation_005,public-SFT 诊断价值,base_answer,2,False,not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_005,public-SFT 诊断价值,public_sft_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_005,public-SFT 诊断价值,old_sft_v3_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_005,public-SFT 诊断价值,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_006,public-SFT 诊断价值,base_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_006,public-SFT 诊断价值,public_sft_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_006,public-SFT 诊断价值,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_006,public-SFT 诊断价值,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_007,public-SFT 诊断价值,base_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_007,public-SFT 诊断价值,public_sft_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_007,public-SFT 诊断价值,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_007,public-SFT 诊断价值,old_dpo_v6_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_008,public-SFT 诊断价值,base_answer,2,False,not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_008,public-SFT 诊断价值,public_sft_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_008,public-SFT 诊断价值,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_008,public-SFT 诊断价值,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_009,public-SFT 诊断价值,base_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_009,public-SFT 诊断价值,public_sft_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_009,public-SFT 诊断价值,old_sft_v3_answer,3,False,not fixed,
stage8a_baseline,stage8_public_sft_motivation_009,public-SFT 诊断价值,old_dpo_v6_answer,3,False,not fixed,
stage8a_baseline,stage8_public_sft_motivation_010,public-SFT 诊断价值,base_answer,1,False,public baseline; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_010,public-SFT 诊断价值,public_sft_answer,2,False,not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_010,public-SFT 诊断价值,old_sft_v3_answer,3,False,stage2b,
stage8a_baseline,stage8_public_sft_motivation_010,public-SFT 诊断价值,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_011,public-SFT 诊断价值,base_answer,2,False,not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_011,public-SFT 诊断价值,public_sft_answer,1,False,engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_011,public-SFT 诊断价值,old_sft_v3_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_011,public-SFT 诊断价值,old_dpo_v6_answer,4,True,,
stage8a_baseline,stage8_public_sft_motivation_012,public-SFT 诊断价值,base_answer,0,False,public baseline; engineering proof; not fixed; stage2b,
stage8a_baseline,stage8_public_sft_motivation_012,public-SFT 诊断价值,public_sft_answer,1,False,public baseline; engineering proof; stage2b,
stage8a_baseline,stage8_public_sft_motivation_012,public-SFT 诊断价值,old_sft_v3_answer,3,False,not fixed,
stage8a_baseline,stage8_public_sft_motivation_012,public-SFT 诊断价值,old_dpo_v6_answer,3,False,stage2b,
stage8a_baseline,stage8_data_pipeline_001,自采集技术数据管线,base_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_001,自采集技术数据管线,public_sft_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_001,自采集技术数据管线,old_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_001,自采集技术数据管线,old_dpo_v6_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_002,自采集技术数据管线,base_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_002,自采集技术数据管线,public_sft_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8a_baseline,stage8_data_pipeline_002,自采集技术数据管线,old_sft_v3_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8a_baseline,stage8_data_pipeline_002,自采集技术数据管线,old_dpo_v6_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8a_baseline,stage8_data_pipeline_003,自采集技术数据管线,base_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_003,自采集技术数据管线,public_sft_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
stage8a_baseline,stage8_data_pipeline_003,自采集技术数据管线,old_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_003,自采集技术数据管线,old_dpo_v6_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_004,自采集技术数据管线,base_answer,-2,False,source metadata; clean; dedup filter; instruction conversion; split,tabular only
stage8a_baseline,stage8_data_pipeline_004,自采集技术数据管线,public_sft_answer,-1,False,source metadata; dedup filter; instruction conversion; split,tabular only
stage8a_baseline,stage8_data_pipeline_004,自采集技术数据管线,old_sft_v3_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_004,自采集技术数据管线,old_dpo_v6_answer,2,False,clean; dedup filter; split,
stage8a_baseline,stage8_data_pipeline_005,自采集技术数据管线,base_answer,1,False,source metadata; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_005,自采集技术数据管线,public_sft_answer,1,False,source metadata; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_005,自采集技术数据管线,old_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_005,自采集技术数据管线,old_dpo_v6_answer,1,False,source metadata; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_006,自采集技术数据管线,base_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_006,自采集技术数据管线,public_sft_answer,1,False,clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_006,自采集技术数据管线,old_sft_v3_answer,1,False,source metadata; clean; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_006,自采集技术数据管线,old_dpo_v6_answer,2,False,source metadata; dedup filter; split,
stage8a_baseline,stage8_data_pipeline_007,自采集技术数据管线,base_answer,0,False,dedup filter; instruction conversion; split,tabular only
stage8a_baseline,stage8_data_pipeline_007,自采集技术数据管线,public_sft_answer,2,False,dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_007,自采集技术数据管线,old_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_007,自采集技术数据管线,old_dpo_v6_answer,1,False,source metadata; clean; dedup filter; split,
stage8a_baseline,stage8_data_pipeline_008,自采集技术数据管线,base_answer,0,False,dedup filter; instruction conversion; split,tabular only
stage8a_baseline,stage8_data_pipeline_008,自采集技术数据管线,public_sft_answer,1,False,source metadata; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_008,自采集技术数据管线,old_sft_v3_answer,0,False,source metadata; clean; dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_008,自采集技术数据管线,old_dpo_v6_answer,2,False,source metadata; clean; dedup filter,
stage8a_baseline,stage8_data_pipeline_009,自采集技术数据管线,base_answer,2,False,dedup filter; instruction conversion; split,
stage8a_baseline,stage8_data_pipeline_009,自采集技术数据管线,public_sft_answer,1,False,source metadata; clean; dedup filter; instruction conversion,
